anio,mes,banco,activos,pasivos,patrimonio,carterabruta,depositos,utilidad,calificacion
2022,1,BOLIVARIANO,4368.17,3958.72,406.15,2693.97,3506.03,3,AAA
2022,1,AUSTRO,2429.68,2204.49,224.52,1340.49,2038.64,1,AAA
2022,1,DINERS CLUB,2277.77,1797.86,475.82,2043.78,1136.96,4,AAA
2022,1,GENERAL RUMIÑAHUI,1010.69,917.73,91.93,687.25,838.99,1,AAA
2022,1,MACHALA,966.6,893.86,72.32,573.81,825.13,0,AA
2022,1,SOLIDARIO,810.58,649.9,160.05,657.42,389.58,1,AA
2022,1,LOJA,742.12,675.02,66.68,424.43,637.34,0,AAA
2022,1,CITIBANK,619.5,534.13,83.35,215.11,501.16,2,AAA
2022,1,PROCREDIT,572.68,514.99,57.88,475.29,317.13,0,AAA
2022,1,AMAZONAS,278.93,252.37,26.55,139.5,229.57,0,AA
2022,1,CODESARROLLO,234.9,207.45,27.39,175.76,172.23,0,C
2022,1,COOPNACIONAL,200.96,168.97,31.86,91.54,165.2,0,AA
2022,1,D-MIRO,111.72,91.77,19.95,81.74,43.23,0,A
2022,1,VISIONFUND,91.56,72.62,18.66,89.35,16.3,0,AA
2022,1,FINCA,83.72,74.14,9.56,67.27,61.43,0,BBB
2022,1,COMERCIAL DE MANABI,59.96,46.18,13.77,37.2,44.93,0,BB
2022,1,LITORAL,38.09,26.71,11.35,28.75,25.26,0,A
2022,1,CAPITAL,36.89,30.16,6.89,19.01,27.75,0,C
2022,1,DELBANK,32.6,21.13,11.47,16.26,18.54,0,A
2022,2,PICHINCHA,13683.21,12314.49,1344.34,8970.96,11210.03,24,AAA
2022,2,PACIFICO,6966.99,6133.8,819.13,4278.89,5423.52,14,AAA
2022,2,GUAYAQUIL,6377.99,5794.45,568.93,4290.48,5029.7,15,AAA
2022,2,PRODUBANCO,6164.15,5656.37,497.46,4101.46,4782,10,AAA
2022,2,BOLIVARIANO,4459.94,4058.45,395.15,2730.35,3557.09,6,AAA
2022,2,INTERNACIONAL,4296.95,3863.86,426.18,2743.6,3602.63,7,AAA
2022,2,AUSTRO,2433.81,2208.19,224.75,1364.01,2045.1,1,AAA
2022,2,DINERS CLUB,2281.43,1797.53,475.72,2053.02,1117.34,8,AAA
2022,2,GENERAL RUMIÑAHUI,1022.93,928.75,91.98,703.26,855.11,2,AAA
2022,2,MACHALA,969.38,896.79,71.77,577.59,828.79,1,AA
2022,2,SOLIDARIO,816.05,654.75,160.04,666.39,393.89,1,AA
2022,2,LOJA,674.7,607.23,66.68,432.87,564.6,1,AAA
2022,2,CITIBANK,618.91,533.96,83.33,227.56,487.16,2,AAA
2022,2,PROCREDIT,575,517.89,57.88,478.63,316.09,-1,AAA
2022,2,AMAZONAS,281.3,254.67,26.62,141.92,232.66,0,AA
2022,2,CODESARROLLO,238.32,210.67,27.4,179.21,175.19,0,C
2022,2,COOPNACIONAL,211.4,179.42,31.85,89.99,175.69,0,AA
2022,2,D-MIRO,112.31,92.35,19.95,82.45,43.87,0,A
2022,2,VISIONFUND,92.04,72.91,18.66,91.13,16.5,0,AA
2022,2,FINCA,81.55,72.09,9.55,61.79,61.95,0,BBB
2022,2,COMERCIAL DE MANABI,61.77,47.98,13.77,38.21,46.78,0,BB
2022,2,CAPITAL,38.35,31.73,6.89,19.83,29.27,0,C
2022,2,LITORAL,38.16,26.77,11.35,28.67,25.26,0,A
2022,2,DELBANK,32.88,21.46,11.47,15.91,18.34,0,A
2022,3,PICHINCHA,13838,12493.85,1307.28,9222.56,11285.63,37,AAA
2022,3,PACIFICO,7062.07,6231.1,805.91,4206.39,5498.9,25,AAA
2022,3,GUAYAQUIL,6535.65,5944.33,569,4346.73,5175.89,22,AAA
2022,3,PRODUBANCO,6315.2,5815.38,482.96,4189.59,4875.91,17,AAA
2022,3,BOLIVARIANO,4483.22,4077.52,395.1,2784.58,3585.5,11,AAA
2022,3,INTERNACIONAL,4457.06,4037.53,411.12,2840.32,3751.04,8,AAA
2022,3,AUSTRO,2451.07,2223.28,224.9,1373.54,2057.22,3,AAA
2022,3,DINERS CLUB,2266.54,1787.5,465.79,2036.81,1105.31,13,AAA
2022,3,GENERAL RUMIÑAHUI,1021.52,926.13,92.06,704.8,859.29,3,AAA
2022,3,MACHALA,984.3,911.27,71.76,577.33,845.46,1,AA
2022,3,SOLIDARIO,816.35,654.21,160,674.68,394.86,2,AA
2022,3,LOJA,720.89,652.88,66.68,443.6,612.43,1,AAA
2022,3,CITIBANK,626.52,542.3,82.73,263.5,485.64,1,AAA
2022,3,PROCREDIT,586.93,529.53,57.88,486.63,330.69,0,AAA
2022,3,AMAZONAS,286.04,259.39,26.63,150.18,237.34,0,AA
2022,3,CODESARROLLO,240.34,212.48,27.29,180.93,177.67,1,C
2022,3,COOPNACIONAL,209.11,176.96,31.82,87.85,173.2,0,AA
2022,3,D-MIRO,110.07,90.09,19.95,82.69,44.66,0,A
2022,3,VISIONFUND,95.21,76.82,17.68,92.56,17.74,1,AA
2022,3,FINCA,82.62,73.25,9.55,60.08,63.01,0,BBB
2022,3,COMERCIAL DE MANABI,61.24,47.44,13.77,39.27,46.19,0,BB
2022,3,LITORAL,40.02,28.58,11.35,29.33,27.18,0,A
2022,3,CAPITAL,38.78,32.26,6.89,21.3,29.8,0,C
2022,3,DELBANK,32.11,20.63,11.48,15.7,18.05,0,A
2022,4,PICHINCHA,13761.23,12412.96,1306.84,9384.42,11215.82,41,AAA
2022,4,PACIFICO,7038.71,6198.25,806.35,4202.59,5398.94,34,AAA
2022,4,GUAYAQUIL,6403.42,5804.42,569.5,4422.94,5022.46,30,AAA
2022,4,PRODUBANCO,6269.59,5764.17,481.74,4303.75,4843.03,24,AAA
2022,4,BOLIVARIANO,4400.9,3990.76,395.08,2766.34,3516.01,15,AAA
2022,4,INTERNACIONAL,4241.96,3818.07,411.12,2896.33,3532.5,13,AAA
2022,4,AUSTRO,2435.21,2207.42,224.46,1396.69,2053.7,3,AAA
2022,4,DINERS CLUB,2253.53,1770.01,465.5,2059.8,1096.06,18,AAA
2022,4,GENERAL RUMIÑAHUI,1033.41,939.52,89.41,719.43,874.94,4,AAA
2022,4,MACHALA,985.58,912.09,71.74,587.63,848.37,2,AA
2022,4,SOLIDARIO,821.18,658.08,159.99,682.09,398.24,3,AA
2022,4,LOJA,691.59,625.45,64.3,453.46,574.14,2,AAA
2022,4,CITIBANK,603.17,519.58,82.51,303.67,485.8,1,AAA
2022,4,PROCREDIT,589.51,531.88,57.88,489.69,331.34,0,AAA
2022,4,AMAZONAS,286.37,259.72,26.61,155.75,237.61,0,AA
2022,4,CODESARROLLO,240.07,212.54,26.83,183.68,178.26,1,C
2022,4,COOPNACIONAL,210.74,178.57,31.81,86.73,174.99,0,AA
2022,4,D-MIRO,110.12,90.58,19.95,83.24,45.15,0,A
2022,4,VISIONFUND,96.23,77.48,17.68,93.91,19.29,1,AA
2022,4,FINCA,84.95,75.56,9.55,59.6,64.04,0,BBB
2022,4,COMERCIAL DE MANABI,61.27,47.45,13.77,39.56,46.25,0,BB
2022,4,LITORAL,41.13,29.69,11.35,29.81,28.22,0,A
2022,4,CAPITAL,39.12,32.7,6.9,21.82,30.24,0,C
2022,4,DELBANK,32.3,20.86,11.48,15.98,18.39,0,A
2022,5,PICHINCHA,13823.08,12461.23,1305.4,9523.13,11260.19,56,AAA
2022,5,PACIFICO,6896.07,6047.17,805.84,4231.8,5282.14,43,AAA
2022,5,GUAYAQUIL,6477.1,5870.32,569.5,4429.44,5098.29,37,AAA
2022,5,PRODUBANCO,6274.75,5761.22,482.49,4415.64,4851.77,31,AAA
2022,5,BOLIVARIANO,4386.4,3971.91,394.93,2798.67,3498.86,20,AAA
2022,5,INTERNACIONAL,4289.69,3861.41,411.08,2941.81,3577.83,17,AAA
2022,5,AUSTRO,2429.7,2200.36,224.64,1424.1,2043.02,5,AAA
2022,5,DINERS CLUB,2252.45,1764.78,465.2,2039.59,1091.78,22,AAA
2022,5,GENERAL RUMIÑAHUI,1011.53,916.56,89.42,726.03,850.33,6,AAA
2022,5,MACHALA,970.55,896.53,71.73,593.04,830.9,2,AA
2022,5,SOLIDARIO,829.69,665.47,160.04,697.24,398.91,4,AA
2022,5,LOJA,683.35,616.62,64.3,463.15,569.35,2,AAA
2022,5,CITIBANK,636.88,552.85,82.51,304.23,506.98,2,AAA
2022,5,PROCREDIT,596.12,538.18,57.88,490.23,345.26,0,AAA
2022,5,AMAZONAS,292.55,265.98,26.53,162.28,243.75,0,AA
2022,5,CODESARROLLO,240.07,212.51,26.84,186.16,178.48,1,C
2022,5,COOPNACIONAL,204.05,171.82,31.79,83.01,168.11,0,AA
2022,5,D-MIRO,107.35,88.46,19.94,83.75,45.33,-1,A
2022,5,VISIONFUND,97.78,78.72,17.68,95.7,19.7,1,AA
2022,5,FINCA,85.36,76.16,9.54,60.23,64.69,0,BBB
2022,5,COMERCIAL DE MANABI,61.18,47.34,13.77,40.3,46.13,0,BB
2022,5,LITORAL,40.49,29,11.35,30.68,27.57,0,A
2022,5,CAPITAL,39.64,33.38,6.89,22.9,30.67,-1,C
2022,5,DELBANK,31.73,20.36,11.49,15.6,18.03,0,A
2022,6,PICHINCHA,13622.95,12258.46,1294.52,9542.43,11129.65,70,AAA
2022,6,PACIFICO,6831.68,5973.9,805.61,4278.62,5246.14,52,AAA
2022,6,GUAYAQUIL,6501.78,5887.7,569.58,4465.37,5019.18,45,AAA
2022,6,PRODUBANCO,6285.33,5772.33,474.96,4487.79,4866.26,38,AAA
2022,6,BOLIVARIANO,4498.44,4079.7,394.67,2815.58,3567.04,24,AAA
2022,6,INTERNACIONAL,4265.04,3832.81,411.03,2939.27,3543.17,21,AAA
2022,6,AUSTRO,2424.86,2194.28,224.57,1434.19,2043.21,6,AAA
2022,6,DINERS CLUB,2224.21,1731.55,465.09,2042.98,1082.56,28,AAA
2022,6,GENERAL RUMIÑAHUI,1025.65,929.8,89.35,739.41,855.57,7,AAA
2022,6,MACHALA,976.22,901.79,71.71,593.85,835.01,3,AA
2022,6,SOLIDARIO,839.88,674.93,160.03,704.21,399.35,5,AA
2022,6,LOJA,703.82,636.55,64.3,470.45,585.68,3,AAA
2022,6,CITIBANK,670.23,586.99,82.5,317.13,556.04,1,AAA
2022,6,PROCREDIT,596.44,538.3,57.88,498.61,348.97,0,AAA
2022,6,AMAZONAS,302.45,275.89,26.52,170.62,253.31,0,AA
2022,6,CODESARROLLO,238.07,210.47,26.81,187.12,177.86,1,C
2022,6,COOPNACIONAL,204.05,171.77,31.77,83.87,167.98,1,AA
2022,6,D-MIRO,113.69,94.78,19.93,83.93,48.3,-1,A
2022,6,VISIONFUND,97.85,78.53,17.68,95.49,19.49,2,AA
2022,6,FINCA,84.86,75.77,9.55,59.93,64.58,0,BBB
2022,6,COMERCIAL DE MANABI,60.58,46.71,13.77,40.02,45.68,0,BB
2022,6,LITORAL,40.15,28.62,11.35,31.2,27.2,0,A
2022,6,CAPITAL,40.12,34.06,6.89,23.38,30.11,-1,C
2022,6,DELBANK,31.18,19.9,11.49,15.72,17.44,0,A
2022,7,PICHINCHA,14238.45,12863.66,1290.82,9573.74,11376,84,AAA
2022,7,PACIFICO,6769.41,5902.93,805.89,4285.38,5164.12,61,AAA
2022,7,GUAYAQUIL,6494.91,5873.41,569.57,4459.11,4992.64,52,AAA
2022,7,PRODUBANCO,6289.6,5771.96,472.97,4541.96,4837.67,45,AAA
2022,7,BOLIVARIANO,4513.95,4090.37,394.77,2886.46,3578.72,29,AAA
2022,7,INTERNACIONAL,4213.34,3776.62,410.98,2924.24,3463.48,26,AAA
2022,7,AUSTRO,2404.98,2174.03,224.39,1478.41,2008.83,7,AAA
2022,7,DINERS CLUB,2287.36,1789.92,464.74,2097.01,1127.97,33,AAA
2022,7,GENERAL RUMIÑAHUI,1035.11,938.06,89.34,760.12,852.64,8,AAA
2022,7,MACHALA,976.03,901.13,71.69,591.47,833.19,3,AA
2022,7,SOLIDARIO,849.55,683.35,160.03,720.32,406.7,6,AA
2022,7,LOJA,719.74,651.95,64.3,476.02,594.58,3,AAA
2022,7,CITIBANK,646.41,563.67,82.2,348.65,531.03,1,AAA
2022,7,PROCREDIT,596.68,538.29,57.88,501.77,347.5,1,AAA
2022,7,AMAZONAS,304.31,277.93,26.33,173.62,255.41,0,AA
2022,7,CODESARROLLO,237.03,209.22,26.74,190.6,177.85,1,C
2022,7,COOPNACIONAL,203.29,171,31.76,89.38,167.05,1,AA
2022,7,D-MIRO,116.52,98.25,19.93,83.88,52.51,-2,A
2022,7,VISIONFUND,101.94,82.34,17.68,98.13,19.84,2,AA
2022,7,FINCA,84.27,71.87,13.04,60.36,64.43,-1,BBB
2022,7,COMERCIAL DE MANABI,61.02,47.13,13.77,38.9,46.09,0,BB
2022,7,CAPITAL,40.6,34.64,6.9,23.77,30.71,-1,C
2022,7,LITORAL,39.76,28.18,11.35,31.81,26.76,0,A
2022,7,DELBANK,31.61,20.32,11.49,15.94,17.6,0,A
2022,8,PICHINCHA,14645.6,13259.18,1287.05,9767.07,11683.88,99,AAA
2022,8,PACIFICO,6752.86,5877.26,805.27,4317.28,5152.87,70,AAA
2022,8,GUAYAQUIL,6551.74,5919.71,569.46,4609.58,5045.03,63,AAA
2022,8,PRODUBANCO,6496.88,5974.39,469.35,4571.88,4955.91,53,AAA
2022,8,BOLIVARIANO,4624.13,4195.73,394.82,2954.17,3645.02,34,AAA
2022,8,INTERNACIONAL,4257.15,3815.76,411.03,2945.01,3498.92,30,AAA
2022,8,AUSTRO,2426.65,2194.84,224.51,1515.51,2034.84,7,AAA
2022,8,DINERS CLUB,2362.03,1859.38,464.6,2124.77,1156.6,38,AAA
2022,8,GENERAL RUMIÑAHUI,1079.47,981.21,89.34,774.14,873.39,9,AAA
2022,8,MACHALA,977.93,902.53,71.67,604.98,833.71,4,AA
2022,8,SOLIDARIO,853.28,685.74,160.02,735.58,421.06,8,AA
2022,8,LOJA,716.48,648.06,64.3,481.27,595.99,4,AAA
2022,8,CITIBANK,714.24,631.96,81.34,345.52,596.49,1,AAA
2022,8,PROCREDIT,598.15,539.71,57.88,505.09,358.93,1,AAA
2022,8,AMAZONAS,316.04,289.71,26.27,182.73,267.34,0,AA
2022,8,CODESARROLLO,235.23,207.32,26.75,194.67,176.17,1,C
2022,8,COOPNACIONAL,200.9,168.49,31.75,86.82,164.58,1,AA
2022,8,D-MIRO,115.67,98.13,19.93,84.09,52.11,-2,A
2022,8,VISIONFUND,104.63,84.7,17.68,100.76,20.5,2,AA
2022,8,FINCA,84.36,72.03,13.04,61.46,64.67,-1,BBB
2022,8,COMERCIAL DE MANABI,60.65,46.76,13.77,39.13,45.72,0,BB
2022,8,CAPITAL,40.17,34.23,6.89,23.95,30.55,-1,C
2022,8,LITORAL,39.43,27.81,11.35,32.18,26.42,0,A
2022,8,DELBANK,31.45,20.16,11.49,15.98,17.46,0,A
2022,9,PICHINCHA,14609.77,13205.07,1292.22,9963.55,11601.35,112,AAA
2022,9,PACIFICO,6917.53,6031.63,805.81,4396.5,5300.11,80,AAA
2022,9,GUAYAQUIL,6641.08,5998.4,569.31,4671.44,5091.33,73,AAA
2022,9,PRODUBANCO,6494.14,5964.78,466.58,4589.68,4931.1,63,AAA
2022,9,BOLIVARIANO,4646.49,4214.04,394.01,2996.33,3662.87,38,AAA
2022,9,INTERNACIONAL,4309.1,3862.88,410.8,2987.22,3526.66,35,AAA
2022,9,AUSTRO,2448.21,2215.57,223.75,1528.77,2057.21,9,AAA
2022,9,DINERS CLUB,2352.58,1845,464.58,2161.74,1140.65,43,AAA
2022,9,GENERAL RUMIÑAHUI,1064.6,965.37,89.36,788.18,843.59,10,AAA
2022,9,MACHALA,981.88,905.94,71.67,617.37,834.69,4,AA
2022,9,SOLIDARIO,871.32,702.42,160.03,751.39,432.1,9,AA
2022,9,LOJA,714.99,645.71,64.3,487.65,589.63,5,AAA
2022,9,CITIBANK,688.64,608.59,79.35,352.28,577.1,1,AAA
2022,9,PROCREDIT,625.92,567.48,57.88,518.64,363.53,1,AAA
2022,9,AMAZONAS,316,289.73,26.22,184.37,265.23,0,AA
2022,9,CODESARROLLO,237.07,208.76,27.12,198.18,174.27,1,C
2022,9,COOPNACIONAL,198.76,166.26,31.73,85.21,162.19,1,AA
2022,9,D-MIRO,109.09,92.27,19.93,84.05,49.69,-3,A
2022,9,VISIONFUND,105.11,84.85,17.68,103.24,20.53,3,AA
2022,9,FINCA,85.23,73.09,13.05,61.82,65.62,-1,BBB
2022,9,COMERCIAL DE MANABI,61.59,47.69,13.77,38.46,46.57,0,BB
2022,9,CAPITAL,42.39,36.51,6.9,23.72,32.9,-1,C
2022,9,LITORAL,39.6,27.94,11.35,32.33,26.54,0,A
2022,9,DELBANK,30.44,19.14,11.5,16.94,17.05,0,A
2022,10,PICHINCHA,14790.2,13338.67,1325.56,10119.27,11680.27,126,AAA
2022,10,PACIFICO,6930.42,6035.74,806.02,4410.68,5273.71,89,AAA
2022,10,GUAYAQUIL,6697.68,6044.43,569.06,4652.46,5110.39,84,AAA
2022,10,PRODUBANCO,6533.94,5996.38,468.24,4619.23,4945.29,69,AAA
2022,10,BOLIVARIANO,4660.72,4223.24,393.79,2988.93,3671.82,44,AAA
2022,10,INTERNACIONAL,4417.55,3965.76,410.24,3049.32,3584.45,42,AAA
2022,10,AUSTRO,2440.28,2207.46,222.78,1523.93,2042.92,10,AAA
2022,10,DINERS CLUB,2402.16,1889.63,464.49,2181.51,1163.49,48,AAA
2022,10,GENERAL RUMIÑAHUI,1089.11,988.84,89.37,805.51,851.86,11,AAA
2022,10,MACHALA,990.04,913.56,71.65,624.39,837.13,5,AA
2022,10,SOLIDARIO,895.98,725.42,160.04,769.8,441.93,11,AA
2022,10,LOJA,722.61,652.5,64.3,493.82,583.64,6,AAA
2022,10,CITIBANK,673.56,592.88,79.61,357.05,559.52,1,AAA
2022,10,PROCREDIT,630.18,571.55,57.88,519.66,357.02,1,AAA
2022,10,AMAZONAS,326.7,300.6,26.04,188.78,276.81,0,AA
2022,10,CODESARROLLO,232.17,203.68,27.12,196.71,165.97,1,C
2022,10,COOPNACIONAL,198.58,165.97,31.72,82.36,161.51,1,AA
2022,10,VISIONFUND,109.06,88.43,17.7,106.23,20.57,3,AA
2022,10,D-MIRO,102.15,84.1,21.93,83.71,50.77,-4,A
2022,10,FINCA,85.63,73.66,13.06,62.18,66.37,-1,BBB
2022,10,COMERCIAL DE MANABI,63.55,49.65,13.77,38.2,48.49,0,BB
2022,10,CAPITAL,42.46,36.71,6.91,24.12,33.23,-1,C
2022,10,LITORAL,39.74,28.04,11.35,31.79,26.6,0,A
2022,10,DELBANK,30.44,19.13,11.5,17.74,17.11,0,A
2022,11,PICHINCHA,14908.59,13438.47,1332.71,10320.69,11802.74,137,AAA
2022,11,PACIFICO,6878.36,5972.88,805.48,4425.42,5228.2,100,AAA
2022,11,GUAYAQUIL,6699.53,6031.72,572.06,4670.97,5126.29,96,AAA
2022,11,PRODUBANCO,6601.56,6054.78,471.35,4647.55,4969.11,75,AAA
2022,11,BOLIVARIANO,4645.03,4201.93,394.13,2968.48,3646.36,49,AAA
2022,11,INTERNACIONAL,4438.59,3982.16,410.3,3106.01,3578.48,46,AAA
2022,11,DINERS CLUB,2452.27,1935.12,464.33,2213.8,1196.84,53,AAA
2022,11,AUSTRO,2446.7,2214.41,222.23,1526.57,2001.73,10,AAA
2022,11,GENERAL RUMIÑAHUI,1104.52,1002.82,89.36,816.82,865.21,12,AAA
2022,11,MACHALA,1000.12,923.06,71.66,629.9,846.67,5,AA
2022,11,SOLIDARIO,915.34,742.91,160.04,789.73,450.96,12,AA
2022,11,LOJA,726,655.39,64.3,497.8,589.4,6,AAA
2022,11,CITIBANK,704.35,622.39,80.03,363.39,586.97,2,AAA
2022,11,PROCREDIT,642.04,583.58,57.84,521.66,361.85,1,AAA
2022,11,AMAZONAS,331.43,305.21,26.15,185.69,277.2,0,AA
2022,11,CODESARROLLO,231.31,203,27.12,194.22,164.53,1,C
2022,11,COOPNACIONAL,199.15,166.49,31.71,85.08,162.17,1,AA
2022,11,VISIONFUND,114.3,93.38,17.7,109.32,20.56,3,AA
2022,11,D-MIRO,99.74,82.67,21.93,82.83,49.65,-5,A
2022,11,FINCA,84.52,72.74,13.07,62.19,65.44,-1,BBB
2022,11,COMERCIAL DE MANABI,64.78,50.6,14.04,38.42,49.42,0,BB
2022,11,CAPITAL,42.55,36.9,6.91,24.63,33.36,-1,C
2022,11,LITORAL,39.65,27.95,11.35,31.64,26.52,0,A
2022,11,DELBANK,31.51,20.19,11.49,18.53,17.95,0,A
2022,12,PICHINCHA,15465.48,13987.42,1478.05,10468.45,12305.97,150,AAA
2022,12,PRODUBANCO,6994.79,6439.95,554.84,4679.35,5339,83,AAA
2022,12,PACIFICO,6990.58,6076.34,914.24,4395.62,5349.01,108,AAA
2022,12,GUAYAQUIL,6887.22,6205.77,681.45,4695.11,5362.09,110,AAA
2022,12,INTERNACIONAL,4605.38,4143.65,461.73,3164.53,3762.5,51,AAA
2022,12,BOLIVARIANO,4594.82,4143.88,450.94,2960.67,3622.03,55,AAA
2022,12,AUSTRO,2444.33,2209.34,234.99,1517.73,1999.72,13,AAA
2022,12,DINERS CLUB,2434.05,1914.37,519.68,2222.43,1216.43,53,AAA
2022,12,GENERAL RUMIÑAHUI,1125.07,1022.78,102.29,819.38,886.14,13,AAA
2022,12,MACHALA,1030.1,952.43,77.67,638.13,877.31,6,AA
2022,12,SOLIDARIO,942.54,759.5,183.04,802.83,453.11,15,AA
2022,12,LOJA,753.63,681.98,71.65,497.85,615.81,7,AAA
2022,12,CITIBANK,701.45,617.49,83.96,371.82,588.52,4,AAA
2022,12,PROCREDIT,670.68,612.11,58.57,526.08,394.4,1,AAA
2022,12,AMAZONAS,325.96,300.86,25.1,187.47,275.64,0,AA
2022,12,CODESARROLLO,240.84,211.21,29.63,192.81,165.67,1,C
2022,12,COOPNACIONAL,203.02,170.58,32.44,83.71,166.67,1,AA
2022,12,VISIONFUND,115.72,94.62,21.1,110.97,21.07,3,AA
2022,12,D-MIRO,94.1,79.39,14.71,81.15,50.26,-7,A
2022,12,FINCA,85.56,75.44,10.12,62.43,65.76,-3,BBB
2022,12,COMERCIAL DE MANABI,66.32,52.13,14.18,34.85,48.32,0,BB
2022,12,CAPITAL,41.87,36.06,5.81,25.39,33.47,-1,C
2022,12,LITORAL,40.64,29.13,11.51,31.95,27.48,0,A
2022,12,DELBANK,31.4,20.12,11.29,18.77,16.72,0,A
2021,1,PICHINCHA,12353,11091,1255,7176,9926,7,AAA
2021,1,PACIFICO,6862,6067,794,4290.7,5087,1,AAA
2021,1,GUAYAQUIL,5692,5151,535,3466.7,4344,5,AAA
2021,1,PRODUBANCO,5412,4971,440,3423.8,4357,1,AAA
2021,1,INTERNACIONAL,3978,3589,386,2407.1,3326,3,AAA
2021,1,BOLIVARIANO,3945,3584,358,2334.8,3203,3,AAA
2021,1,DINERS CLUB,2229,1781,446,1978,1205,2,AAA
2021,1,AUSTRO,2080,1880,199,1124.5,1794,1,AAA
2021,1,GENERAL RUMIÑAHUI,962,879,83,629.3,782,1,AAA
2021,1,MACHALA,867,803,64,528.1,767,0,AA
2021,1,SOLIDARIO,767,616,151,598,393,0,AA
2021,1,CITIBANK,602,519,79,209.8,463,4,AAA
2021,1,LOJA,551,490,60,335.6,467,0,AAA
2021,1,PROCREDIT,501,443,58,390.4,240,0,AAA
2021,1,AMAZONAS,240,215,24,101.6,200,0,AA
2021,1,CODESARROLLO,201,178,23,152,144,0,C
2021,1,COOPNACIONAL,188,157,30,101.7,154,0,AA
2021,1,D-MIRO,113,93,20,81.7,38,0,A
2021,1,FINCA,92,77,15,62.5,61,0,BBB
2021,1,VISIONFUND,88,70,18,80.7,12,0,AA
2021,1,COMERCIAL DE MANABI,53,40,13,31.2,39,0,BB
2021,1,LITORAL,39,28,11,28.3,27,0,A
2021,1,DELBANK,32,21,11,18.9,18,0,A
2021,1,CAPITAL,25,19,7,13.1,16,0,C
2021,2,PICHINCHA,12250,10982,1255,7208.9,9806,13,AAA
2021,2,PACIFICO,6897,6100,794,4265.7,5061,3,AAA
2021,2,GUAYAQUIL,5691,5154,528,3495.1,4368,9,AAA
2021,2,PRODUBANCO,5401,4958,440,3485.3,4328,3,AAA
2021,2,INTERNACIONAL,3976,3585,386,2433.2,3327,5,AAA
2021,2,BOLIVARIANO,3942,3586,351,2309,3211,5,AAA
2021,2,DINERS CLUB,2239,1788,446,1959.5,1216,4,AAA
2021,2,AUSTRO,2098,1898,199,1138,1818,1,AAA
2021,2,GENERAL RUMIÑAHUI,972,888,83,632.5,791,2,AAA
2021,2,MACHALA,873,809,64,526.9,771,1,AA
2021,2,SOLIDARIO,764,613,151,592.8,381,0,AA
2021,2,CITIBANK,623,540,80,217.8,474,4,AAA
2021,2,LOJA,554,493,60,341.2,469,1,AAA
2021,2,PROCREDIT,504,447,58,393.9,240,0,AAA
2021,2,AMAZONAS,241,217,24,102.4,201,0,AA
2021,2,CODESARROLLO,202,179,23,153.2,145,0,C
2021,2,COOPNACIONAL,187,157,30,100.5,153,0,AA
2021,2,D-MIRO,114,94,20,79.5,39,0,A
2021,2,FINCA,92,79,15,63,62,-1,BBB
2021,2,VISIONFUND,88,70,18,81.2,12,0,AA
2021,2,COMERCIAL DE MANABI,52,40,13,31.5,38,0,BB
2021,2,LITORAL,39,27,11,28.5,26,0,A
2021,2,DELBANK,32,21,11,18.8,18,0,A
2021,2,CAPITAL,27,20,7,13.5,18,0,C
2021,3,PICHINCHA,12436,11173,1243,7325.6,10012,20,AAA
2021,3,PACIFICO,6943,6140,794,4243.3,5154,9,AAA
2021,3,GUAYAQUIL,5801,5259,528,3562.2,4468,14,AAA
2021,3,PRODUBANCO,5519,5076,436,3545.7,4450,7,AAA
2021,3,INTERNACIONAL,4090,3702,380,2449.9,3437,8,AAA
2021,3,BOLIVARIANO,3956,3597,351,2312.1,3198,8,AAA
2021,3,DINERS CLUB,2245,1791,446,1936.8,1223,7,AAA
2021,3,AUSTRO,2123,1922,199,1154.9,1844,2,AAA
2021,3,GENERAL RUMIÑAHUI,947,862,83,624.2,773,3,AAA
2021,3,MACHALA,880,815,64,525.7,776,1,AA
2021,3,SOLIDARIO,765,613,151,588.8,381,1,AA
2021,3,CITIBANK,657,574,79,213.8,534,4,AAA
2021,3,LOJA,562,502,60,350.7,480,1,AAA
2021,3,PROCREDIT,505,448,58,404.7,253,0,AAA
2021,3,AMAZONAS,237,213,24,107.6,198,0,AA
2021,3,CODESARROLLO,204,181,23,152.3,147,0,C
2021,3,COOPNACIONAL,192,161,30,99.7,157,0,AA
2021,3,D-MIRO,115,95,20,80.1,40,0,A
2021,3,VISIONFUND,89,71,18,81.5,13,0,AA
2021,3,FINCA,88,77,15,63.8,62,-3,BBB
2021,3,COMERCIAL DE MANABI,53,41,13,31.2,40,0,BB
2021,3,LITORAL,39,27,11,28.4,26,0,A
2021,3,DELBANK,32,21,11,18.5,18,0,A
2021,3,CAPITAL,28,21,7,14,19,-1,C
2021,4,PICHINCHA,12517,11240,1250,7189.5,10069,27,AAA
2021,4,PACIFICO,6903,6103,790,4246.9,5160,10,AAA
2021,4,GUAYAQUIL,5728,5181,527,3604.1,4378,19,AAA
2021,4,PRODUBANCO,5446,4989,446,3595.2,4372,11,AAA
2021,4,BOLIVARIANO,3973,3612,350,2329.9,3192,11,AAA
2021,4,INTERNACIONAL,3935,3545,380,2487.7,3288,11,AAA
2021,4,DINERS CLUB,2204,1753,441,1926.9,1196,10,AAA
2021,4,AUSTRO,2126,1925,199,1168.4,1878,2,AAA
